Word	Tag
KNOWLEDGE	O
"
"	O
Ms	B-Skills
Office	I-Skills
"
"	O
SAP	B-Skills
"
"	O
CAD	B-Skills
"
"	O
ERP	B-Skills
"
"	O
"
"	O
Excellent	O
"
"	O
Excellent	O
"
"	O
Excellent	O
"
"	O
Excellent	O
"
"	O
"
"	O
"
"	O
.	.
"
"	O
.	.
Technical	O
Skills	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
MS	B-Skills
Office	I-Skills
"
"	O
"
"	O
DIPS,	B-Skills
Un-wedge,	B-Skills
AutoCAD	B-Skills
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
.	.
computer	O
skills	O
"
"	O
"
"	O
Programming	B-Skills
Knowledge	I-Skills
:	O
PHP,	B-Skills
MYSQL,	B-Skills
SQL,	B-Skills
SMARTY,	B-Skills
C,	B-Skills
C++,.Net.	B-Skills
"
"	O
"
"	O
RDBMS	B-Skills
:	O
MYSQL,	B-Skills
SQL	B-Skills
,	O
Oracle	B-Skills
"
"	O
"
"	O
Office	O
tools	O
:	O
MS	B-Skills
Office,	I-Skills
ERP,	B-Skills
Payrolls.	B-Skills
"
"	O
"
"	O
Operating	O
system	O
:	O
windows	O
98/2003/XP/Windows	O
7/Windows	O
8/Windows	O
10.0	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
.	.
IT	O
SKILLS	O
"
"	O
"
"	O
EDUCATION	O
"
"	O
"
"	O
MS	B-Skills
Excel	I-Skills
"
"	O
MS	B-Skills
Word	I-Skills
"
"	O
Tally	B-Skills
ERP	I-Skills
9,	I-Skills
(and	O
older	O
versions)	O
"
"	O
Paybooks	B-Skills
and	I-Skills
QuickBooks	I-Skills
(Online)	O
"
"	O
Winman	B-Skills
CA	I-Skills
ERP	I-Skills
"
"	O
"
"	O
B.Com	O
(F&A)	O
"
"	O
"
"	O
June	O
2012.0	O
—	O
June	O
2013.0	O
"
"	O
"
"	O
IGNOU	O
"
"	O
"
"	O
CA	O
Inter	O
(PCC)	O
"
"	O
"
"	O
Sep	O
2007.0	O
—	O
Jan	O
2012.0	O
"
"	O
"
"	O
"
"	O
.	.
"
"	O
.	.
SKILLS	O
"
"	O
"
"	O
Hiworth	O
Solutions,	O
Technopark,	O
Trivandrum	O
–	O
SEO	B-Skills
Analyst	I-Skills
"
"	O
"
"	O
Interpersonal	O
skills	O
"
"	O
"
"	O
SEPTEMPER	O
2018.0	O
PRESENT	O
"
"	O
"
"	O
Page	B-Skills
Optimization.	I-Skills
"
"	O
"
"	O
	O
"
"	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
"
"	O
Interpersonal	O
skills	O
"
"	O
"
"	O
SEPTEMPER	O
2018.0	O
PRESENT	O
"
"	O
"
"	O
Page	B-Skills
Optimization.	I-Skills
"
"	O
"
"	O
	O
"
"	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
"
"	O
Keyword	O
Research:	O
-	O
Researching	O
the	O
top	O
keywords	O
using	O
"
"	O
tools	O
such	O
as	O
Word	O
Tracker,	O
Keyword	O
Discovery,	O
Google	O
"
"	O
Keyword	O
Suggestion	O
Tool,	O
Google	O
insights	O
Search	O
Tool,	O
"
"	O
Good	O
Keyword	O
etc.	O
"
"	O
Knowledge	O
City	O
Engineering	O
"
"	O
"
"	O
Audrey	O
Technologies,	O
Kochi	O
—	O
Digital	O
Marketing	O
,SEO	O
"
"	O
analyst	O
"
"	O
MARCH	O
2018.0	O
–	O
AUGUST	O
2018.0	O
"
"	O
"
"	O
College	O
"
"	O
2.0	O
"
"	O
"
"	O
Certificate	O
on	O
cyber	O
"
"	O
security	O
and	O
ethical	O
"
"	O
"
"	O
●	O
"
"	O
"
"	O
●	O
"
"	O
"
"	O
Possesses	O
a	O
dynamic	O
skill	O
set	O
comprising	O
of	O
SEO	O
"
"	O
"
"	O
hacking	O
workshop	O
"
"	O
"
"	O
Optimization,	O
adequate	O
knowledge	O
of	O
on	O
page,	O
"
"	O
"
"	O
conducted	O
at	O
"
"	O
"
"	O
off	O
page	O
optimization,	O
an	O
up	O
-	O
to	O
-	O
date	O
"
"	O
"
"	O
Infopark,Kochi	O
"
"	O
"
"	O
Working	O
knowledge	O
of	O
current,	O
past	O
and	O
projected	O
trend	O
"
"	O
"
"	O
3.0	O
Presented	O
a	O
paper	O
on	O
the	O
"
"	O
"
"	O
in	O
SEO	O
industry.	O
"
"	O
"
"	O
topic	O
Brain	O
Fingerprinting	O
in	O
"
"	O
"
"	O
●	O
"
"	O
"
"	O
Creating	O
engaging	O
social	O
media	O
strategies	O
"
"	O
"
"	O
Working	O
knowledge	O
of	O
current,	O
past	O
and	O
projected	O
trend	O
"
"	O
"
"	O
3.0	O
Presented	O
a	O
paper	O
on	O
the	O
"
"	O
"
"	O
in	O
SEO	O
industry.	O
"
"	O
"
"	O
topic	O
Brain	O
Fingerprinting	O
in	O
"
"	O
"
"	O
●	O
"
"	O
"
"	O
Creating	O
engaging	O
social	O
media	O
strategies	O
"
"	O
"
"	O
National	O
Level	O
Colloquium	O
"
"	O
"
"	O
●	O
"
"	O
"
"	O
Assisting	O
the	O
company’s	O
business	O
development	O
team	O
in	O
"
"	O
"
"	O
in	O
-TCSIT	O
2012.0	O
,Arunachala	O
"
"	O
"
"	O
Christ	O
Knowledge	O
City,	O
Muvattupuzha	O
—Asst.	O
Professor	O
"
"	O
"
"	O
4.0	O
"
"	O
"
"	O
AUGUST	O
2015.0	O
-	O
JUNE	O
2016.0	O
"
"	O
"
"	O
Published	O
a	O
Conference	O
paper	O
"
"	O
in	O
International	O
Journal	O
of	O
"
"	O
Research	O
in	O
Computer	O
and	O
"
"	O
"
"	O
●	O
"
"	O
●	O
"
"	O
"
"	O
Prepared	O
lectures	O
for	O
undergraduate	O
and	O
postgraduate	O
"
"	O
"
"	O
Communication	O
Technology.	O
"
"	O
"
"	O
students.	O
"
"	O
"
"	O
[IJRCCT	O
Impact	O
Factor	O
:	O
3.751	O
"
"	O
Christ	O
Knowledge	O
City,	O
Muvattupuzha—	O
MTech	O
CSE	O
"
"	O
August	O
2013.0	O
-	O
December	O
2015.0	O
"
"	O
"
"	O
Master	O
in	O
Technology	O
-	O
Computer	O
Science	O
and	O
Engineering	O
"
"	O
"
"	O
CGPA	O
-	O
6.6	O
"
"	O
Arunachala	O
College	O
of	O
Engineering	O
"
"	O
Kanyakumari—	O
B.E	O
CSE	O
"
"	O
August	O
2009.0	O
-	O
June	O
2013.0	O
"
"	O
CGPA	O
-	O
7.6	O
"
"	O
Victory	O
Girls	O
HSS,	O
Trivandrum	O
-	O
Plus	O
Two	O
"
"	O
2007-2009	O
"
"	O
Percentage-	O
70%	O
"
"	O
S.M.V	O
HSS	O
,	O
Kottayam-	O
SSLC	O
"
"	O
2006.0	O
"
"	O
Percentage-	O
75%	O
"
"	O
"
"	O
Tamil	O
"
"	O
"
"	O
PROJECTS	O
"
"	O
SKILLS	O
SUMMARY	O
"
"	O
"
"	O
OPERATING	O
SYSTEMS	O
"
"	O
Windows,	O
Linux,	O
Unix	O
"
"	O
"
"	O
LANGUAGES	O
"
"	O
Java,	B-Skills
C/C++	B-Skills
,	O
SQL,	B-Skills
HTML	B-Skills
"
"	O
"
"	O
TOOLS	O
AND	O
TECHNOLOGIES	O
"
"	O
"
"	O
Soft	O
Skills	O
"
"	O
"
"	O
Web	B-Skills
Master	I-Skills
Tools,	I-Skills
Google	B-Skills
Analytics,	I-Skills
Google	B-Skills
"
"	I-Skills
Adwords,	I-Skills
"
"	O
"
"	O
Communications,	O
teamwork,	O
"
"	O
"
"	O
Keyword	O
Research,	O
On	O
page	O
and	O
Off	O
page	O
"
"	O
"
"	O
organization,	O
sense	O
of	O
urgency,	O
"
"	O
Soft	O
Skills	O
"
"	O
"
"	O
Web	B-Skills
Master	I-Skills
Tools,	I-Skills
Google	B-Skills
Analytics,	I-Skills
Google	B-Skills
"
"	I-Skills
Adwords,	I-Skills
"
"	O
"
"	O
Communications,	O
teamwork,	O
"
"	O
"
"	O
Keyword	O
Research,	O
On	O
page	O
and	O
Off	O
page	O
"
"	O
"
"	O
organization,	O
sense	O
of	O
urgency,	O
"
"	O
"
"	O
Optimization,	O
"
"	O
"
"	O
leadership,Mentorship	O
"
"	O
"
"	O
Photoshop	O
Skills	O
"
"	O
Eclipse	B-Skills
IDE	I-Skills
"
"	O
Visual	B-Skills
Studio	I-Skills
"
"	O
Star	B-Skills
UML	I-Skills
"
"	O
Rational	B-Skills
Rose	I-Skills
"
"	O
Photoshop	O
Skills	O
"
"	O
Eclipse	B-Skills
IDE	I-Skills
"
"	O
Visual	B-Skills
Studio	I-Skills
"
"	O
Star	B-Skills
UML	I-Skills
"
"	O
Rational	B-Skills
Rose	I-Skills
"
"	O
"
"	O
PERSONAL	O
DETAILS	O
"
"	O
Date	O
of	O
birth	O
"
"	O
"
"	O
:	O
"
"	O
"
"	O
24-11-1991	O
"
"	O
"
"	O
Gender	O
"
"	O
"
"	O
:	O
"
"	O
"
"	O
Female	O
"
"	O
"
"	O
Nationality	O
"
"	O
"
"	O
.	.
SKILLS	O
"
"	O
ADMINISTRACIÓN	O
DE	O
BENEFICIOS	O
"
"	O
"
"	O
ADVERTISING	B-Skills
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
CONTRACT	B-Skills
MANAGEMENT	I-Skills
"
"	O
"
"	O
CUSTOMER	B-Skills
RELATIONS	I-Skills
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
DATABASE	B-Skills
ADMINISTRATION	I-Skills
"
"	O
"
"	O
DECISION	B-Skills
MAKING	I-Skills
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
DOCUMENTATION	B-Skills
"
"	O
"
"	O
EMPLOYEE	B-Skills
RELATIONS	I-Skills
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
ERP	O
"
"	O
"
"	O
HUMAN	B-Skills
RESOURCES	I-Skills
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
Level:	O
(Beginner)	O
|	O
Last	O
Used:	O
More	O
than	O
1.0	O
year	O
"
"	O
"
"	O
•Advance	O
Computer	O
Skills	O
(Microsoft	B-Skills
Offices)	I-Skills
"
"	O
•Strong	O
knowledge	O
with	O
onboarding,	B-Skills
visa	I-Skills
processing	I-Skills
procedures	I-Skills
and	O
documentation	O
"
"	O
•Knowledgeable	O
in	O
using	O
HRMS,	B-Skills
GP	B-Skills
Microsoft	I-Skills
Dynamics	I-Skills
System	I-Skills
"
"	O
"
"	O
knowledge	O
evidencing	O
appropriate	O
decision	B-Skills
making	I-Skills
skills.	I-Skills
"
"	O
•Managing	B-Skills
payroll	I-Skills
by	O
collecting	O
timesheets	O
to	O
staff	O
and	O
updating	O
data	O
such	O
as	O
annual	O
"
"	O
leave,	O
sick	O
leave,	O
LOP’s	O
"
"	O
•	O
Preparation	O
of	O
required	O
documents	O
for	O
(Employment	O
visa,	O
Work	O
visa	O
NOC,	O
work	O
"
"	O
permit,	O
Stamping	O
residence,	O
labor	O
card	O
application,	O
salary	O
certificate,	O
internal	O
"
"	O
amendment	O
documents,	O
Family	O
visa).	O
"
"	O
•Maintain	O
all	O
visa	O
and	O
labor	O
card	O
documents	O
and	O
ensure	O
their	O
timely	O
renewals.	O
"
"	O
•	O
Control	B-Skills
personnel	I-Skills
files	I-Skills
"
"	O
•	O
Data	B-Skills
entry	I-Skills
of	O
the	O
new	O
employee’s	O
information	O
into	O
the	O
system.	O
"
"	O
•Executing	O
all	O
personnel	O
appointments,	O
promotions,	O
resignation	O
&	O
Terminations.	O
"
"	O
•Keep	O
personnel	O
records	O
in	O
excellent	O
order	O
and	O
ensure	O
confidentiality	O
of	O
these	O
"
"	O
records.	O
"
"	O
•Create	O
all	O
personnel	O
reports	O
and	O
data	O
needed	O
using	O
the	O
HRMS.	O
"
"	O
•Manage	B-Skills
newly	I-Skills
hired	I-Skills
staff	I-Skills
from	O
issuing	O
visa	O
until	O
the	O
exit	O
"
"	O
"
"	O
Executive	B-Skills
Assistant	I-Skills
to	O
the	O
CEO	O
at	O
Cloud	O
staff	O
Incorporated	O
(January,	O
to	O
February,	O
"
"	O
•	O
Schedule	B-Skills
executive	I-Skills
meetings	I-Skills
and	O
travel	O
plans	O
"
"	O
•Assisting	B-Skills
executives	I-Skills
in	O
all	O
possible	O
works	O
like	O
meeting,	O
researching	O
and	O
planning	O
"
"	O
•Preparing	B-Skills
documents	I-Skills
and	I-Skills
presentations.	I-Skills
"
"	O
•Attend	O
phone	O
calls	O
from	O
clients	O
and	O
also	O
respond	O
to	O
the	O
emails	O
received	O
from	O
"
"	O
clients	O
and	O
concerned	O
party	O
members	O
without	O
fail.	O
"
"	O
•Conducting	B-Skills
market	I-Skills
research	I-Skills
and	O
in	O
turn	O
helps	O
executive	O
in	O
making	O
important	O
business	O
"
"	O
decisions.	O
"
"	O
•Make	O
sure	O
all	O
the	O
reports	O
and	O
data	O
files	O
are	O
arranged	O
in	O
a	O
perfect	O
manner	O
so	O
as	O
to	O
"
"	O
avoid	O
any	O
inconvenience	O
in	O
business	O
matters	O
"
"	O
•	O
Acts	O
as	O
coordinator	O
in	O
arranging	O
training	O
schedules	O
"
"	O
Customer	B-Skills
Service	I-Skills
Representative	I-Skills
at	O
Teletech	O
Holdings	O
(January	O
to	O
September)	O
"
"	O
•Handles	O
incoming	O
calls	O
or	O
inquiries	O
from	O
prospective	O
customers	O
or	O
clients	O
"
"	O
•Assists	O
customers	O
effectively	O
by	O
solving	O
customer	O
disputes	O
"
"	O
•Provides	O
customer	O
additional	O
information	O
or	O
explains	O
services	O
"
"	O
•Discusses	O
products	O
offered	O
and	O
ensures	O
customer	O
satisfaction	O
"
"	O
•Tactfully	O
handles	O
confrontational	O
or	O
stressful	O
interactions	O
with	O
customers	O
"
"	O
•Recommends	O
potential	O
products	O
or	O
services	O
to	O
management	O
by	O
collecting	O
customer	O
"
"	O
information	O
and	O
analyzing	O
customer	O
needs.	O
"
"	O
•Resolves	O
product	O
or	O
service	O
problems	O
by	O
clarifying	O
the	O
customer's	O
complaint;	O
"
"	O
determining	O
the	O
cause	O
of	O
the	O
problem;	O
selecting	O
and	O
explaining	O
the	O
best	O
solution	O
to	O
"
"	O
solve	O
the	O
problem;	O
expediting	O
correction	O
or	O
adjustment	O
"
"	O
Consultant	O
at	O
Sutherland	O
Global	O
Services	O
(May	O
-	O
May)	O
"
"	O
•Present	O
and	O
sell	O
company	O
products	O
and	O
services	O
to	O
potential	O
clients	O
"
"	O
•Acts	O
as	O
an	O
interface	O
between	O
the	O
customers	O
and	O
the	O
company	O
by	O
attending	O
to	O
their	O
"
"	O
queries	O
"
"	O
•Listening	O
to	O
customer	O
requirements	O
and	O
presenting	O
appropriately	O
to	O
make	O
a	O
sale	O
"
"	O
•Negotiating	B-Skills
the	I-Skills
terms	I-Skills
of	O
an	O
agreement	O
and	O
closing	O
sales	O
"
"	O
•Challenging	O
any	O
objections	O
with	O
a	O
view	O
to	O
getting	O
the	O
customer	O
to	O
buy	O
"
"	O
"
"	O
.	.
TECHNICAL	O
PROFICIENCIES	O
"
"	O
"
"	O
To	O
motivate	O
personnel	O
in	O
order	O
to	O
maintain	O
a	O
safe	O
and	O
effective	O
workforce	O
capable	O
of	O
meeting	O
its	O
objectives,	O
without	O
harm	O
to	O
assets,	O
personnel,	O
environment.	O
"
"	O
"
"	O
Lead,	B-Skills
Develop	B-Skills
and	O
Manage	B-Skills
HSSE	O
Policy,	O
Procedures	O
and	O
Methodology.	O
"
"	O
"
"	O
Ensure	O
the	O
effective	O
control	O
of	O
all	O
Health	O
Safety	O
and	O
Environmental	O
aspects	O
relating	O
to	O
country	O
and	O
in	O
accordance	O
with	O
Company	O
policy,	O
procedures	O
and	O
country’s	O
legal,	O
industrial	O
safety	O
and	O
environment	O
requirements.	O
"
"	O
"
"	O
With	O
assistance	O
from	O
senior	O
management	O
develop	O
and	O
maintain	O
a	O
local	O
HSE	O
Management	O
System	O
with	O
policies	O
and	O
procedures	O
to	O
cover	O
local	O
legislation	O
(industrial	O
safety,	O
environment)	O
that	O
is	O
not	O
covered	O
under	O
Company	O
HSE	O
MS.	O
"
"	O
"
"	O
Demonstrate	O
personal	O
leadership	O
in	O
HSE.	O
Take	O
immediate	O
and	O
appropriate	O
steps	O
to	O
control	O
or	O
eliminate	O
hazards	O
relating	O
to	O
harm	O
to	O
people,	O
the	O
environment	O
or	O
to	O
equipment	O
arising	O
from	O
the	O
work	O
activity.	O
To	O
recognise	O
and,	O
together	O
with	O
management,	O
take	O
steps	O
to	O
eliminate	O
or	O
control	O
hazards.	O
"
"	O
"
"	O
To	O
develop	O
and	O
maintain	B-Skills
Health/Safety/Environmental	I-Skills
Management	I-Skills
Systems	I-Skills
to	O
a	O
minimum	O
standard	O
that	O
meets	O
with	O
the	O
country	O
law.	O
"
"	O
"
"	O
Drive	O
Continual	O
Improvement	O
of	O
HSE	O
performance	O
by	O
the	O
planned	O
and	O
strategic	O
implementation	O
of	O
tools	O
and	O
techniques	O
in	O
order	O
to	O
effect	O
change	O
and	O
support	O
a	O
culture	O
of	O
excellence.	O
"
"	O
"
"	O
Ensure	O
planned	O
Health,	O
Safety,	O
Environmental	O
audits	O
are	O
carried	O
out	O
based	O
on	O
current	O
procedures	O
and	O
report	O
findings	O
to	O
senior	O
management.	O
"
"	O
"
"	O
Control	O
and	O
record	O
distribution	O
of	O
Base	O
Health,	O
Safety,	O
Environmental	O
Documentation	O
and	O
coordinate	O
external	O
audits	O
where	O
required.	O
"
"	O
"
"	O
Working	O
Knowledge	O
of	O
ISO-18001-2007,	B-Skills
ISO-14000	I-Skills
&	I-Skills
OSHA	I-Skills
standards.	I-Skills
"
"	O
"
"	O
36.0	O
week	O
Defense	O
Training	O
in	O
Fire	B-Skills
Safety,	I-Skills
First	B-Skills
Aid,	I-Skills
Fire	B-Skills
Arms,	I-Skills
Driving,	B-Skills
SecurityManagement	I-Skills
in	O
Indian	O
Air	O
Force.	O
"
"	O
"
"	O
"
"	O
"
"	O
